files,labels
T_C_ROI_66_locations_CD68.csv,CD68
T_C_ROI_67_locations_CD68.csv,CD68
T_C_ROI_69_locations_CD68.csv,CD68
T_C_ROI_6_locations_CD68.csv,CD68
T_C_ROI_70_locations_CD68.csv,CD68
T_C_ROI_71_locations_CD68.csv,CD68
T_C_ROI_72_locations_CD68.csv,CD68
T_C_ROI_73_locations_CD68.csv,CD68
T_C_ROI_74_locations_CD68.csv,CD68
T_C_ROI_7_locations_CD68.csv,CD68
T_C_ROI_8_locations_CD68.csv,CD68
T_C_ROI_9_locations_CD68.csv,CD68
T_D_ROI_10_locations_CD68.csv,CD68
T_D_ROI_11_locations_CD68.csv,CD68
T_D_ROI_12_locations_CD68.csv,CD68
T_D_ROI_13_locations_CD68.csv,CD68
T_D_ROI_14_locations_CD68.csv,CD68
T_D_ROI_15_locations_CD68.csv,CD68
T_D_ROI_16_locations_CD68.csv,CD68
T_D_ROI_17_locations_CD68.csv,CD68
T_D_ROI_18_locations_CD68.csv,CD68
T_D_ROI_19_locations_CD68.csv,CD68
T_D_ROI_1_locations_CD68.csv,CD68
T_D_ROI_20_locations_CD68.csv,CD68
T_D_ROI_21_locations_CD68.csv,CD68
T_D_ROI_22_locations_CD68.csv,CD68
T_D_ROI_23_locations_CD68.csv,CD68
T_D_ROI_24_locations_CD68.csv,CD68
T_D_ROI_25_locations_CD68.csv,CD68
T_D_ROI_26_locations_CD68.csv,CD68
T_D_ROI_27_locations_CD68.csv,CD68
T_D_ROI_28_locations_CD68.csv,CD68
T_D_ROI_29_locations_CD68.csv,CD68
T_D_ROI_2_locations_CD68.csv,CD68
T_D_ROI_30_locations_CD68.csv,CD68
T_D_ROI_31_locations_CD68.csv,CD68
T_D_ROI_32_locations_CD68.csv,CD68
T_D_ROI_33_locations_CD68.csv,CD68
T_D_ROI_34_locations_CD68.csv,CD68
T_D_ROI_35_locations_CD68.csv,CD68
T_D_ROI_36_locations_CD68.csv,CD68
T_D_ROI_37_locations_CD68.csv,CD68
T_D_ROI_38_locations_CD68.csv,CD68
T_D_ROI_39_locations_CD68.csv,CD68
T_D_ROI_3_locations_CD68.csv,CD68
T_D_ROI_40_locations_CD68.csv,CD68
T_D_ROI_41_locations_CD68.csv,CD68
T_D_ROI_42_locations_CD68.csv,CD68
T_D_ROI_43_locations_CD68.csv,CD68
T_D_ROI_44_locations_CD68.csv,CD68
T_D_ROI_45_locations_CD68.csv,CD68
T_D_ROI_46_locations_CD68.csv,CD68
T_D_ROI_48_locations_CD68.csv,CD68
T_D_ROI_49_locations_CD68.csv,CD68
T_D_ROI_4_locations_CD68.csv,CD68
T_D_ROI_50_locations_CD68.csv,CD68
T_D_ROI_51_locations_CD68.csv,CD68
T_D_ROI_52_locations_CD68.csv,CD68
T_D_ROI_53_locations_CD68.csv,CD68
T_D_ROI_55_locations_CD68.csv,CD68
T_D_ROI_57_locations_CD68.csv,CD68
T_D_ROI_58_locations_CD68.csv,CD68
T_D_ROI_59_locations_CD68.csv,CD68
T_D_ROI_5_locations_CD68.csv,CD68
T_D_ROI_60_locations_CD68.csv,CD68
T_D_ROI_61_locations_CD68.csv,CD68
T_D_ROI_62_locations_CD68.csv,CD68
T_D_ROI_63_locations_CD68.csv,CD68
T_D_ROI_64_locations_CD68.csv,CD68
T_D_ROI_65_locations_CD68.csv,CD68
T_D_ROI_66_locations_CD68.csv,CD68
T_D_ROI_67_locations_CD68.csv,CD68
T_D_ROI_68_locations_CD68.csv,CD68
T_D_ROI_6_locations_CD68.csv,CD68
T_D_ROI_70_locations_CD68.csv,CD68
T_D_ROI_71_locations_CD68.csv,CD68
T_D_ROI_7_locations_CD68.csv,CD68
T_D_ROI_8_locations_CD68.csv,CD68
T_D_ROI_9_locations_CD68.csv,CD68
T_E_ROI_10_locations_CD68.csv,CD68
T_E_ROI_11_locations_CD68.csv,CD68
T_E_ROI_12_locations_CD68.csv,CD68
T_E_ROI_13_locations_CD68.csv,CD68
T_E_ROI_14_locations_CD68.csv,CD68
T_E_ROI_15_locations_CD68.csv,CD68
T_E_ROI_16_locations_CD68.csv,CD68
T_E_ROI_17_locations_CD68.csv,CD68
T_E_ROI_18_locations_CD68.csv,CD68
T_E_ROI_19_locations_CD68.csv,CD68
T_E_ROI_1_locations_CD68.csv,CD68
T_E_ROI_20_locations_CD68.csv,CD68
T_E_ROI_21_locations_CD68.csv,CD68
T_E_ROI_22_locations_CD68.csv,CD68
T_E_ROI_23_locations_CD68.csv,CD68
T_E_ROI_24_locations_CD68.csv,CD68
T_E_ROI_25_locations_CD68.csv,CD68
T_E_ROI_26_locations_CD68.csv,CD68
T_E_ROI_27_locations_CD68.csv,CD68
T_E_ROI_28_locations_CD68.csv,CD68
T_E_ROI_29_locations_CD68.csv,CD68
T_E_ROI_2_locations_CD68.csv,CD68
T_E_ROI_30_locations_CD68.csv,CD68
T_E_ROI_31_locations_CD68.csv,CD68
T_E_ROI_32_locations_CD68.csv,CD68
T_E_ROI_33_locations_CD68.csv,CD68
T_E_ROI_34_locations_CD68.csv,CD68
T_E_ROI_35_locations_CD68.csv,CD68
T_E_ROI_36_locations_CD68.csv,CD68
T_E_ROI_37_locations_CD68.csv,CD68
T_E_ROI_38_locations_CD68.csv,CD68
T_E_ROI_39_locations_CD68.csv,CD68
T_E_ROI_3_locations_CD68.csv,CD68
T_E_ROI_40_locations_CD68.csv,CD68
T_E_ROI_41_locations_CD68.csv,CD68
T_E_ROI_42_locations_CD68.csv,CD68
T_E_ROI_43_locations_CD68.csv,CD68
T_E_ROI_44_locations_CD68.csv,CD68
T_E_ROI_45_locations_CD68.csv,CD68
T_E_ROI_46_locations_CD68.csv,CD68
T_E_ROI_47_locations_CD68.csv,CD68
T_E_ROI_48_locations_CD68.csv,CD68
T_E_ROI_49_locations_CD68.csv,CD68
T_E_ROI_4_locations_CD68.csv,CD68
T_E_ROI_50_locations_CD68.csv,CD68
T_E_ROI_51_locations_CD68.csv,CD68
T_E_ROI_52_locations_CD68.csv,CD68
T_E_ROI_53_locations_CD68.csv,CD68
T_E_ROI_54_locations_CD68.csv,CD68
T_E_ROI_5_locations_CD68.csv,CD68
T_E_ROI_6_locations_CD68.csv,CD68
T_E_ROI_7_locations_CD68.csv,CD68
T_E_ROI_8_locations_CD68.csv,CD68
T_E_ROI_9_locations_CD68.csv,CD68
T_F_ROI_10_locations_CD68.csv,CD68
T_F_ROI_11_locations_CD68.csv,CD68
T_F_ROI_12_locations_CD68.csv,CD68
T_F_ROI_13_locations_CD68.csv,CD68
T_F_ROI_14_locations_CD68.csv,CD68
T_F_ROI_15_locations_CD68.csv,CD68
T_F_ROI_17_locations_CD68.csv,CD68
T_F_ROI_18_locations_CD68.csv,CD68
T_F_ROI_19_locations_CD68.csv,CD68
T_F_ROI_1_locations_CD68.csv,CD68
T_F_ROI_20_locations_CD68.csv,CD68
T_F_ROI_21_locations_CD68.csv,CD68
T_F_ROI_22_locations_CD68.csv,CD68
T_F_ROI_23_locations_CD68.csv,CD68
T_F_ROI_24_locations_CD68.csv,CD68
T_F_ROI_25_locations_CD68.csv,CD68
T_F_ROI_26_locations_CD68.csv,CD68
T_F_ROI_27_locations_CD68.csv,CD68
T_F_ROI_2_locations_CD68.csv,CD68
T_F_ROI_3_locations_CD68.csv,CD68
T_F_ROI_4_locations_CD68.csv,CD68
T_F_ROI_5_locations_CD68.csv,CD68
T_F_ROI_6_locations_CD68.csv,CD68
T_F_ROI_7_locations_CD68.csv,CD68
T_F_ROI_8_locations_CD68.csv,CD68
T_F_ROI_9_locations_CD68.csv,CD68
T_G_ROI_11_locations_CD68.csv,CD68
T_G_ROI_12_locations_CD68.csv,CD68
T_G_ROI_13_locations_CD68.csv,CD68
T_G_ROI_14_locations_CD68.csv,CD68
T_G_ROI_15_locations_CD68.csv,CD68
T_G_ROI_16_locations_CD68.csv,CD68
T_G_ROI_18_locations_CD68.csv,CD68
T_G_ROI_19_locations_CD68.csv,CD68
T_G_ROI_20_locations_CD68.csv,CD68
T_G_ROI_22_locations_CD68.csv,CD68
T_G_ROI_23_locations_CD68.csv,CD68
T_G_ROI_24_locations_CD68.csv,CD68
T_G_ROI_25_locations_CD68.csv,CD68
T_G_ROI_26_locations_CD68.csv,CD68
T_G_ROI_27_locations_CD68.csv,CD68
T_G_ROI_28_locations_CD68.csv,CD68
T_G_ROI_29_locations_CD68.csv,CD68
T_G_ROI_2_locations_CD68.csv,CD68
T_G_ROI_30_locations_CD68.csv,CD68
T_G_ROI_31_locations_CD68.csv,CD68
T_G_ROI_32_locations_CD68.csv,CD68
T_G_ROI_33_locations_CD68.csv,CD68
T_G_ROI_34_locations_CD68.csv,CD68
T_G_ROI_35_locations_CD68.csv,CD68
T_G_ROI_36_locations_CD68.csv,CD68
T_G_ROI_37_locations_CD68.csv,CD68
T_G_ROI_39_locations_CD68.csv,CD68
T_G_ROI_3_locations_CD68.csv,CD68
T_G_ROI_40_locations_CD68.csv,CD68
T_G_ROI_41_locations_CD68.csv,CD68
T_G_ROI_42_locations_CD68.csv,CD68
T_G_ROI_43_locations_CD68.csv,CD68
T_G_ROI_45_locations_CD68.csv,CD68
T_G_ROI_46_locations_CD68.csv,CD68
T_G_ROI_47_locations_CD68.csv,CD68
T_G_ROI_49_locations_CD68.csv,CD68
T_G_ROI_4_locations_CD68.csv,CD68
T_G_ROI_50_locations_CD68.csv,CD68
T_G_ROI_51_locations_CD68.csv,CD68
T_G_ROI_52_locations_CD68.csv,CD68
T_G_ROI_53_locations_CD68.csv,CD68
T_G_ROI_5_locations_CD68.csv,CD68
T_G_ROI_6_locations_CD68.csv,CD68
T_G_ROI_7_locations_CD68.csv,CD68
T_G_ROI_8_locations_CD68.csv,CD68
T_G_ROI_9_locations_CD68.csv,CD68
T_H_ROI_10_locations_CD68.csv,CD68
T_H_ROI_11_locations_CD68.csv,CD68
T_H_ROI_12_locations_CD68.csv,CD68
T_H_ROI_13_locations_CD68.csv,CD68
T_H_ROI_14_locations_CD68.csv,CD68
T_H_ROI_15_locations_CD68.csv,CD68
T_H_ROI_16_locations_CD68.csv,CD68
T_H_ROI_17_locations_CD68.csv,CD68
T_H_ROI_18_locations_CD68.csv,CD68
T_H_ROI_19_locations_CD68.csv,CD68
T_H_ROI_1_locations_CD68.csv,CD68
T_H_ROI_20_locations_CD68.csv,CD68
T_H_ROI_21_locations_CD68.csv,CD68
T_H_ROI_22_locations_CD68.csv,CD68
T_H_ROI_23_locations_CD68.csv,CD68
T_H_ROI_24_locations_CD68.csv,CD68
T_H_ROI_25_locations_CD68.csv,CD68
T_H_ROI_26_locations_CD68.csv,CD68
T_H_ROI_27_locations_CD68.csv,CD68
T_H_ROI_2_locations_CD68.csv,CD68
T_H_ROI_4_locations_CD68.csv,CD68
T_H_ROI_5_locations_CD68.csv,CD68
T_H_ROI_6_locations_CD68.csv,CD68
T_H_ROI_7_locations_CD68.csv,CD68
T_H_ROI_8_locations_CD68.csv,CD68
T_H_ROI_9_locations_CD68.csv,CD68
T_I_ROI_10_locations_CD68.csv,CD68
T_I_ROI_11_locations_CD68.csv,CD68
T_I_ROI_12_locations_CD68.csv,CD68
T_I_ROI_13_locations_CD68.csv,CD68
T_I_ROI_14_locations_CD68.csv,CD68
T_I_ROI_15_locations_CD68.csv,CD68
T_I_ROI_16_locations_CD68.csv,CD68
T_I_ROI_17_locations_CD68.csv,CD68
T_I_ROI_18_locations_CD68.csv,CD68
T_I_ROI_19_locations_CD68.csv,CD68
T_I_ROI_1_locations_CD68.csv,CD68
T_I_ROI_20_locations_CD68.csv,CD68
T_I_ROI_21_locations_CD68.csv,CD68
T_I_ROI_22_locations_CD68.csv,CD68
T_I_ROI_23_locations_CD68.csv,CD68
T_I_ROI_24_locations_CD68.csv,CD68
T_I_ROI_25_locations_CD68.csv,CD68
T_I_ROI_26_locations_CD68.csv,CD68
T_I_ROI_27_locations_CD68.csv,CD68
T_I_ROI_28_locations_CD68.csv,CD68
T_I_ROI_29_locations_CD68.csv,CD68
T_I_ROI_2_locations_CD68.csv,CD68
T_I_ROI_30_locations_CD68.csv,CD68
T_I_ROI_31_locations_CD68.csv,CD68
T_I_ROI_32_locations_CD68.csv,CD68
T_I_ROI_33_locations_CD68.csv,CD68
T_I_ROI_34_locations_CD68.csv,CD68
T_I_ROI_35_locations_CD68.csv,CD68
T_I_ROI_36_locations_CD68.csv,CD68
T_I_ROI_37_locations_CD68.csv,CD68
T_I_ROI_39_locations_CD68.csv,CD68
T_I_ROI_3_locations_CD68.csv,CD68
T_I_ROI_40_locations_CD68.csv,CD68
T_I_ROI_41_locations_CD68.csv,CD68
T_I_ROI_42_locations_CD68.csv,CD68
T_I_ROI_43_locations_CD68.csv,CD68
T_I_ROI_44_locations_CD68.csv,CD68
T_I_ROI_45_locations_CD68.csv,CD68
T_I_ROI_46_locations_CD68.csv,CD68
T_I_ROI_47_locations_CD68.csv,CD68
T_I_ROI_48_locations_CD68.csv,CD68
T_I_ROI_49_locations_CD68.csv,CD68
T_I_ROI_4_locations_CD68.csv,CD68
T_I_ROI_50_locations_CD68.csv,CD68
T_I_ROI_51_locations_CD68.csv,CD68
T_I_ROI_52_locations_CD68.csv,CD68
T_I_ROI_53_locations_CD68.csv,CD68
T_I_ROI_54_locations_CD68.csv,CD68
T_I_ROI_55_locations_CD68.csv,CD68
T_I_ROI_56_locations_CD68.csv,CD68
T_I_ROI_57_locations_CD68.csv,CD68
T_I_ROI_58_locations_CD68.csv,CD68
T_I_ROI_5_locations_CD68.csv,CD68
T_I_ROI_6_locations_CD68.csv,CD68
T_I_ROI_7_locations_CD68.csv,CD68
T_I_ROI_8_locations_CD68.csv,CD68
T_I_ROI_9_locations_CD68.csv,CD68
T_J_ROI_10_locations_CD68.csv,CD68
T_J_ROI_11_locations_CD68.csv,CD68
T_J_ROI_12_locations_CD68.csv,CD68
T_J_ROI_13_locations_CD68.csv,CD68
T_J_ROI_14_locations_CD68.csv,CD68
T_J_ROI_1_locations_CD68.csv,CD68
T_J_ROI_2_locations_CD68.csv,CD68
T_J_ROI_3_locations_CD68.csv,CD68
T_J_ROI_4_locations_CD68.csv,CD68
T_J_ROI_5_locations_CD68.csv,CD68
T_J_ROI_6_locations_CD68.csv,CD68
T_J_ROI_7_locations_CD68.csv,CD68
T_J_ROI_9_locations_CD68.csv,CD68
T_K_ROI_10_locations_CD68.csv,CD68
T_K_ROI_11_locations_CD68.csv,CD68
T_K_ROI_12_locations_CD68.csv,CD68
T_K_ROI_13_locations_CD68.csv,CD68
T_K_ROI_1_locations_CD68.csv,CD68
T_K_ROI_2_locations_CD68.csv,CD68
T_K_ROI_3_locations_CD68.csv,CD68
T_K_ROI_4_locations_CD68.csv,CD68
T_K_ROI_5_locations_CD68.csv,CD68
T_K_ROI_6_locations_CD68.csv,CD68
T_K_ROI_7_locations_CD68.csv,CD68
T_K_ROI_8_locations_CD68.csv,CD68
T_K_ROI_9_locations_CD68.csv,CD68
T_L_ROI_1_locations_CD68.csv,CD68
T_L_ROI_2_locations_CD68.csv,CD68
T_M_ROI_1_locations_CD68.csv,CD68
T_M_ROI_2_locations_CD68.csv,CD68
T_M_ROI_3_locations_CD68.csv,CD68
T_M_ROI_4_locations_CD68.csv,CD68
T_M_ROI_5_locations_CD68.csv,CD68
T_M_ROI_6_locations_CD68.csv,CD68
T_N_ROI_1_locations_CD68.csv,CD68
T_N_ROI_2_locations_CD68.csv,CD68
T_N_ROI_3_locations_CD68.csv,CD68
T_N_ROI_4_locations_CD68.csv,CD68
T_N_ROI_5_locations_CD68.csv,CD68
T_N_ROI_6_locations_CD68.csv,CD68
T_N_ROI_8_locations_CD68.csv,CD68
T_O_ROI_10_locations_CD68.csv,CD68
T_O_ROI_11_locations_CD68.csv,CD68
T_O_ROI_12_locations_CD68.csv,CD68
T_O_ROI_13_locations_CD68.csv,CD68
T_O_ROI_1_locations_CD68.csv,CD68
T_O_ROI_2_locations_CD68.csv,CD68
T_O_ROI_3_locations_CD68.csv,CD68
T_O_ROI_5_locations_CD68.csv,CD68
T_O_ROI_7_locations_CD68.csv,CD68
T_O_ROI_8_locations_CD68.csv,CD68
T_O_ROI_9_locations_CD68.csv,CD68
T_P_ROI_1_locations_CD68.csv,CD68
T_P_ROI_2_locations_CD68.csv,CD68
T_P_ROI_3_locations_CD68.csv,CD68
T_P_ROI_4_locations_CD68.csv,CD68
T_P_ROI_5_locations_CD68.csv,CD68
T_P_ROI_6_locations_CD68.csv,CD68
T_P_ROI_7_locations_CD68.csv,CD68
